LineID,OrderID,Date,ShipDate,CustomerKey,ProductKey,GeoKey,ModeKey,OutcomeKey,PromisedDays,ActualDays,DaysLate,IsLate,Quantity,UnitPrice,GrossSales,DiscountRate,Discount,NetSales,Profit
55,18,2015-01-01,2015-01-05,1205,1073,102,4,17,4,4,0,No,1,199.99,199.99,0.16,32.0,167.99,58.8
56,18,2015-01-01,2015-01-05,1205,365,102,4,17,4,4,0,No,2,59.99,119.98,0.06,6.6,113.38,41.16
57,18,2015-01-01,2015-01-05,1205,403,102,4,17,4,4,0,No,1,129.99,129.99,0.13,16.9,113.09,52.02
58,19,2015-01-01,2015-01-06,9488,1004,102,4,13,4,5,1,Yes,1,399.98,399.98,0.16,64.0,335.98,-587.97
59,19,2015-01-01,2015-01-06,9488,957,102,4,13,4,5,1,Yes,1,299.98,299.98,0.13,39.0,260.98,91.34
60,20,2015-01-01,2015-01-07,9198,502,102,4,14,4,6,2,Yes,5,50.0,250.0,0.06,13.75,236.25,68.51
61,20,2015-01-01,2015-01-07,9198,1014,102,4,14,4,6,2,Yes,4,49.98,199.92,0.17,33.99,165.93,39.49
62,20,2015-01-01,2015-01-07,9198,403,102,4,14,4,6,2,Yes,1,129.99,129.99,0.12,15.6,114.39,53.76
63,20,2015-01-01,2015-01-07,9198,365,102,4,14,4,6,2,Yes,5,59.99,299.95,0.18,53.99,245.96,120.52
64,21,2015-01-01,2015-01-03,2711,897,100,2,12,1,2,1,Yes,3,24.99,74.97,0.2,14.99,59.98,3.6
65,21,2015-01-01,2015-01-03,2711,276,100,2,12,1,2,1,Yes,4,31.99,127.96,0.18,23.03,104.93,26.23
66,21,2015-01-01,2015-01-03,2711,37,100,2,12,1,2,1,Yes,2,34.99,69.98,0.2,14.0,55.98,6.72
67,21,2015-01-01,2015-01-03,2711,502,100,2,12,1,2,1,Yes,2,50.0,100.0,0.12,12.0,88.0,17.6
68,23,2015-01-01,2015-01-05,4367,957,106,3,13,2,4,2,Yes,1,299.98,299.98,0.12,36.0,263.98,98.99
69,24,2015-01-01,2015-01-06,11441,403,102,3,8,2,5,3,Yes,1,129.99,129.99,0.1,13.0,116.99,7.02
70,24,2015-01-01,2015-01-06,11441,502,102,3,8,2,5,3,Yes,1,50.0,50.0,0.2,10.0,40.0,19.2
71,24,2015-01-01,2015-01-06,11441,502,102,3,8,2,5,3,Yes,5,50.0,250.0,0.05,12.5,237.5,-182.16
72,24,2015-01-01,2015-01-06,11441,1073,102,3,8,2,5,3,Yes,1,199.99,199.99,0.15,30.0,169.99,-12.07
73,24,2015-01-01,2015-01-06,11441,1073,102,3,8,2,5,3,Yes,1,199.99,199.99,0.13,26.0,173.99,-127.54
74,25,2015-01-01,2015-01-07,9503,1004,100,3,8,2,6,4,Yes,1,399.98,399.98,0.15,60.0,339.98,0.0
75,27,2015-01-01,2015-01-04,3241,502,100,3,13,2,3,1,Yes,3,50.0,150.0,0.17,25.5,124.5,34.86
76,27,2015-01-01,2015-01-04,3241,1073,100,3,13,2,3,1,Yes,1,199.99,199.99,0.12,24.0,175.99,55.09
77,27,2015-01-01,2015-01-04,3241,1004,100,3,13,2,3,1,Yes,1,399.98,399.98,0.13,52.0,347.98,113.09
78,28,2015-01-01,2015-01-05,656,191,99,4,18,4,4,0,No,4,99.99,399.96,0.05,20.0,379.96,132.99
79,28,2015-01-01,2015-01-05,656,957,99,4,18,4,4,0,No,1,299.98,299.98,0.1,30.0,269.98,121.49
80,28,2015-01-01,2015-01-05,656,957,99,4,18,4,4,0,No,1,299.98,299.98,0.09,27.0,272.98,68.25
81,28,2015-01-01,2015-01-05,656,191,99,4,18,4,4,0,No,1,99.99,99.99,0.2,20.0,79.99,28.0
82,28,2015-01-01,2015-01-05,656,365,99,4,18,4,4,0,No,1,59.99,59.99,0.18,10.8,49.19,1.48
83,29,2015-01-01,2015-01-06,196,1073,99,4,14,4,5,1,Yes,1,199.99,199.99,0.1,20.0,179.99,52.2
84,29,2015-01-01,2015-01-06,196,1014,99,4,14,4,5,1,Yes,5,49.98,249.9,0.07,17.49,232.41,106.91
85,29,2015-01-01,2015-01-06,196,403,99,4,14,4,5,1,Yes,1,129.99,129.99,0.09,11.7,118.29,57.96
86,29,2015-01-01,2015-01-06,196,403,99,4,14,4,5,1,Yes,1,129.99,129.99,0.07,9.1,120.89,25.39
87,29,2015-01-01,2015-01-06,196,1004,99,4,14,4,5,1,Yes,1,399.98,399.98,0.12,48.0,351.98,-55.26
88,30,2015-01-01,2015-01-07,10039,502,99,4,13,4,6,2,Yes,2,50.0,100.0,0.1,10.0,90.0,19.8
89,31,2015-01-01,2015-01-03,6983,191,99,4,4,4,2,-2,No,5,99.99,499.95,0.01,5.0,494.95,179.67
90,33,2015-01-01,2015-01-03,5793,403,99,2,13,1,2,1,Yes,1,129.99,129.99,0.06,7.15,122.84,57.74
91,33,2015-01-01,2015-01-03,5793,1073,99,2,13,1,2,1,Yes,1,199.99,199.99,0.09,18.0,181.99,18.2
92,33,2015-01-01,2015-01-03,5793,403,99,2,13,1,2,1,Yes,1,129.99,129.99,0.05,6.5,123.49,24.7
93,33,2015-01-01,2015-01-03,5793,1014,99,2,13,1,2,1,Yes,4,49.98,199.92,0.16,31.99,167.93,-277.09
94,34,2015-01-01,2015-01-03,4189,957,99,2,14,1,2,1,Yes,1,299.98,299.98,0.07,21.0,278.98,131.12
95,35,2015-01-01,2015-01-07,4840,403,100,3,9,2,6,4,Yes,1,129.99,129.99,0.04,5.2,124.79,33.69
96,36,2015-01-01,2015-01-03,5649,502,100,3,21,2,2,0,No,2,50.0,100.0,0.09,9.0,91.0,1.18
97,36,2015-01-01,2015-01-03,5649,957,100,3,21,2,2,0,No,1,299.98,299.98,0.06,16.5,283.48,-3.97
98,36,2015-01-01,2015-01-03,5649,1004,100,3,21,2,2,0,No,1,399.98,399.98,0.1,40.0,359.98,176.39
99,37,2015-01-01,2015-01-04,5863,365,100,3,8,2,3,1,Yes,1,59.99,59.99,0.17,10.2,49.79,13.94
100,37,2015-01-01,2015-01-04,5863,906,100,3,8,2,3,1,Yes,4,24.99,99.96,0.12,12.0,87.96,6.6
101,38,2015-01-01,2015-01-05,11586,627,88,3,14,2,4,2,Yes,4,39.99,159.96,0.04,6.4,153.56,43.0
102,38,2015-01-01,2015-01-05,11586,502,88,3,14,2,4,2,Yes,4,50.0,200.0,0.16,32.0,168.0,75.6
103,39,2015-01-01,2015-01-06,8214,1073,88,3,12,2,5,3,Yes,1,199.99,199.99,0.07,14.0,185.99,3.72
104,41,2015-01-01,2015-01-03,8136,1014,89,2,13,1,2,1,Yes,4,49.98,199.92,0.15,29.99,169.93,49.28
105,41,2015-01-01,2015-01-03,8136,825,89,2,13,1,2,1,Yes,4,31.99,127.96,0.17,21.75,106.21,9.35
106,42,2015-01-01,2015-01-03,9776,627,100,2,12,1,2,1,Yes,1,39.99,39.99,0.17,6.8,33.19,3.75
107,42,2015-01-01,2015-01-03,9776,365,100,2,12,1,2,1,Yes,5,59.99,299.95,0.17,50.99,248.96,93.36
108,42,2015-01-01,2015-01-03,9776,1004,100,2,12,1,2,1,Yes,1,399.98,399.98,0.09,36.0,363.98,47.32
109,43,2015-01-01,2015-01-03,7776,957,100,2,13,1,2,1,Yes,1,299.98,299.98,0.05,15.0,284.98,-46.45
110,43,2015-01-01,2015-01-03,7776,191,100,2,13,1,2,1,Yes,1,99.99,99.99,0.18,18.0,81.99,-9.27
111,43,2015-01-01,2015-01-03,7776,403,100,2,13,1,2,1,Yes,1,129.99,129.99,0.03,3.9,126.09,60.52
112,44,2015-01-01,2015-01-06,10500,1004,100,4,12,4,5,1,Yes,1,399.98,399.98,0.07,28.0,371.98,63.24
113,45,2015-01-01,2015-01-07,2636,627,100,4,9,4,6,2,Yes,5,39.99,199.95,0.16,31.99,167.96,82.3
114,45,2015-01-01,2015-01-07,2636,627,100,4,9,4,6,2,Yes,4,39.99,159.96,0.03,4.8,155.16,23.27
115,45,2015-01-01,2015-01-07,2636,924,100,4,9,4,6,2,Yes,5,15.99,79.95,0.02,1.6,78.35,-13.71
116,45,2015-01-01,2015-01-07,2636,365,100,4,9,4,6,2,Yes,1,59.99,59.99,0.16,9.6,50.39,5.69
117,46,2015-01-01,2015-01-03,1549,403,105,4,3,4,2,-2,No,1,129.99,129.99,0.02,2.6,127.39,-191.09
118,46,2015-01-01,2015-01-03,1549,1014,105,4,3,4,2,-2,No,2,49.98,99.96,0.1,10.0,89.96,-3.42
119,48,2015-01-01,2015-01-05,12186,1014,89,4,23,4,4,0,No,1,49.98,49.98,0.16,8.0,41.98,11.76
120,48,2015-01-01,2015-01-05,12186,886,89,4,23,4,4,0,No,2,24.99,49.98,0.15,7.5,42.48,11.05
121,49,2015-01-01,2015-01-06,1871,957,105,4,12,4,5,1,Yes,1,299.98,299.98,0.04,12.0,287.98,120.95
122,49,2015-01-01,2015-01-06,1871,365,105,4,12,4,5,1,Yes,2,59.99,119.98,0.05,6.0,113.98,41.38
123,49,2015-01-01,2015-01-06,1871,403,105,4,12,4,5,1,Yes,1,129.99,129.99,0.01,1.3,128.69,43.5
124,50,2015-01-01,2015-01-07,5225,403,107,4,15,4,6,2,No,1,129.99,129.99,0.0,0.0,129.99,8.19
125,50,2015-01-01,2015-01-07,5225,957,107,4,15,4,6,2,No,1,299.98,299.98,0.03,9.0,290.98,64.02
126,51,2015-01-01,2015-01-03,12271,502,100,4,1,4,2,-2,No,1,50.0,50.0,0.18,9.0,41.0,-9.76
127,51,2015-01-01,2015-01-03,12271,1004,100,4,1,4,2,-2,No,1,399.98,399.98,0.06,22.0,377.98,94.5
128,52,2015-01-01,2015-01-04,5126,1014,99,4,6,4,3,-1,No,5,49.98,249.9,0.06,13.74,236.16,59.04
129,52,2015-01-01,2015-01-04,5126,1014,99,4,6,4,3,-1,No,3,49.98,149.94,0.1,14.99,134.95,55.33
130,56,2015-01-01,2015-01-03,10519,1073,89,4,2,4,2,-2,No,1,199.99,199.99,0.06,11.0,188.99,66.15
131,56,2015-01-01,2015-01-03,10519,1014,89,4,2,4,2,-2,No,4,49.98,199.92,0.13,25.99,173.93,1.74
132,56,2015-01-01,2015-01-03,10519,957,89,4,2,4,2,-2,No,1,299.98,299.98,0.02,6.0,293.98,79.37
133,57,2015-01-01,2015-01-04,7073,365,89,4,1,4,3,-1,No,3,59.99,179.97,0.15,27.0,152.97,-102.03
134,57,2015-01-01,2015-01-04,7073,365,89,4,1,4,3,-1,No,2,59.99,119.98,0.04,4.8,115.18,16.13
135,57,2015-01-01,2015-01-04,7073,403,89,4,1,4,3,-1,No,1,129.99,129.99,0.25,32.5,97.49,26.32
136,57,2015-01-01,2015-01-04,7073,821,89,4,1,4,3,-1,No,4,51.99,207.96,0.09,18.72,189.24,90.84
137,58,2015-01-01,2015-01-05,9213,775,100,4,22,4,4,0,No,2,9.99,19.98,0.12,2.4,17.58,8.44
138,58,2015-01-01,2015-01-05,9213,502,100,4,22,4,4,0,No,1,50.0,50.0,0.17,8.5,41.5,4.69
139,58,2015-01-01,2015-01-05,9213,1004,100,4,22,4,4,0,No,1,399.98,399.98,0.05,20.0,379.98,174.79
140,58,2015-01-01,2015-01-05,9213,1073,100,4,22,4,4,0,No,1,199.99,199.99,0.05,10.0,189.99,89.3
141,58,2015-01-01,2015-01-05,9213,403,100,4,22,4,4,0,No,1,129.99,129.99,0.2,26.0,103.99,40.56
142,59,2015-01-01,2015-01-06,11644,957,102,4,13,4,5,1,Yes,1,299.98,299.98,0.01,3.0,296.98,96.52
143,59,2015-01-01,2015-01-06,11644,365,102,4,13,4,5,1,Yes,1,59.99,59.99,0.15,9.0,50.99,14.28
144,59,2015-01-01,2015-01-06,11644,365,102,4,13,4,5,1,Yes,1,59.99,59.99,0.13,7.8,52.19,-20.88
145,59,2015-01-01,2015-01-06,11644,1073,102,4,13,4,5,1,Yes,1,199.99,199.99,0.04,8.0,191.99,48.0
146,61,2015-01-01,2015-01-03,4791,365,100,3,17,2,2,0,No,2,59.99,119.98,0.03,3.6,116.38,42.25
147,61,2015-01-01,2015-01-03,4791,365,100,3,17,2,2,0,No,2,59.99,119.98,0.02,2.4,117.58,-40.33
148,61,2015-01-01,2015-01-03,4791,191,100,3,17,2,2,0,No,4,99.99,399.96,0.04,16.0,383.96,48.0
149,62,2015-01-01,2015-01-04,9111,1004,105,4,1,4,3,-1,No,1,399.98,399.98,0.04,16.0,383.98,28.8
150,62,2015-01-01,2015-01-04,9111,1004,105,4,1,4,3,-1,No,1,399.98,399.98,0.03,12.0,387.98,106.69
151,62,2015-01-01,2015-01-04,9111,957,105,4,1,4,3,-1,No,1,299.98,299.98,0.0,0.0,299.98,86.99
152,62,2015-01-01,2015-01-04,9111,502,105,4,1,4,3,-1,No,1,50.0,50.0,0.16,8.0,42.0,14.2
153,63,2015-01-01,2015-01-05,1148,1004,99,4,18,4,4,0,No,1,399.98,399.98,0.02,8.0,391.98,137.19
154,63,2015-01-01,2015-01-05,1148,1014,99,4,18,4,4,0,No,2,49.98,99.96,0.09,9.0,90.96,30.02
155,63,2015-01-01,2015-01-05,1148,1004,99,4,18,4,4,0,No,1,399.98,399.98,0.01,4.0,395.98,91.08
156,64,2015-01-01,2015-01-03,5579,502,100,2,13,1,2,1,Yes,3,50.0,150.0,0.16,24.0,126.0,61.74
157,64,2015-01-01,2015-01-03,5579,502,100,2,13,1,2,1,Yes,1,50.0,50.0,0.15,7.5,42.5,5.31
158,64,2015-01-01,2015-01-03,5579,365,100,2,13,1,2,1,Yes,1,59.99,59.99,0.12,7.2,52.79,-40.49
159,64,2015-01-01,2015-01-03,5579,191,100,2,13,1,2,1,Yes,2,99.99,199.98,0.04,8.0,191.98,62.39
160,64,2015-01-01,2015-01-03,5579,502,100,2,13,1,2,1,Yes,4,50.0,200.0,0.15,30.0,170.0,-433.5
161,65,2015-01-01,2015-01-03,5903,957,100,2,9,1,2,1,Yes,1,299.98,299.98,0.25,75.0,224.99,19.8
162,66,2015-01-01,2015-01-03,1792,403,99,4,3,4,2,-2,No,1,129.99,129.99,0.18,23.4,106.59,0.0
163,66,2015-01-01,2015-01-03,1792,365,99,4,3,4,2,-2,No,2,59.99,119.98,0.01,1.2,118.78,43.12
164,66,2015-01-01,2015-01-03,1792,957,99,4,3,4,2,-2,No,1,299.98,299.98,0.2,60.0,239.98,81.11
165,66,2015-01-01,2015-01-03,1792,403,99,4,3,4,2,-2,No,1,129.99,129.99,0.17,22.1,107.89,51.79
166,67,2015-01-01,2015-01-04,1406,502,88,4,2,4,3,-1,No,3,50.0,150.0,0.15,22.5,127.5,-93.46
167,68,2015-01-01,2015-01-05,4320,957,88,4,21,4,4,0,No,1,299.98,299.98,0.18,54.0,245.98,66.42
168,69,2015-01-01,2015-01-06,2821,365,107,4,16,4,5,1,No,4,59.99,239.96,0.13,31.19,208.77,65.34
169,70,2015-01-02,2015-01-08,11809,1073,107,4,13,4,6,2,Yes,1,199.99,199.99,0.03,6.0,193.99,89.24
170,70,2015-01-02,2015-01-08,11809,403,107,4,13,4,6,2,Yes,1,129.99,129.99,0.16,20.8,109.19,30.57
171,70,2015-01-02,2015-01-08,11809,957,107,4,13,4,6,2,Yes,1,299.98,299.98,0.17,51.0,248.98,-39.09
172,71,2015-01-02,2015-01-04,8646,191,105,4,2,4,2,-2,No,5,99.99,499.95,0.0,0.0,499.95,19.0
173,71,2015-01-02,2015-01-04,8646,365,105,4,2,4,2,-2,No,2,59.99,119.98,0.0,0.0,119.98,-86.99
174,71,2015-01-02,2015-01-04,8646,627,105,4,2,4,2,-2,No,1,39.99,39.99,0.16,6.4,33.59,-53.75
175,72,2015-01-02,2015-01-05,4349,627,89,4,2,4,3,-1,No,2,39.99,79.98,0.01,0.8,79.18,19.8
176,72,2015-01-02,2015-01-05,4349,1073,89,4,2,4,3,-1,No,1,199.99,199.99,0.02,4.0,195.99,60.76
177,72,2015-01-02,2015-01-05,4349,572,89,4,2,4,3,-1,No,3,39.99,119.97,0.07,8.4,111.57,54.67
178,72,2015-01-02,2015-01-05,4349,835,89,4,2,4,3,-1,No,2,31.99,63.98,0.02,1.28,62.7,16.3
179,73,2015-01-02,2015-01-06,8504,1014,100,4,22,4,4,0,No,5,49.98,249.9,0.05,12.5,237.41,66.47
180,73,2015-01-02,2015-01-06,8504,1014,100,4,22,4,4,0,No,5,49.98,249.9,0.04,10.0,239.9,110.36
181,73,2015-01-02,2015-01-06,8504,1014,100,4,22,4,4,0,No,5,49.98,249.9,0.03,7.5,242.4,-3.39
182,73,2015-01-02,2015-01-06,8504,403,100,4,22,4,4,0,No,1,129.99,129.99,0.15,19.5,110.49,-44.2
183,73,2015-01-02,2015-01-06,8504,191,100,4,22,4,4,0,No,4,99.99,399.96,0.03,12.0,387.96,63.24
184,74,2015-01-02,2015-01-07,662,365,100,4,13,4,5,1,Yes,2,59.99,119.98,0.25,30.0,89.99,43.19
185,75,2015-01-02,2015-01-08,2505,403,100,4,13,4,6,2,Yes,1,129.99,129.99,0.13,16.9,113.09,8.48
186,75,2015-01-02,2015-01-08,2505,502,100,4,13,4,6,2,Yes,1,50.0,50.0,0.13,6.5,43.5,14.36
187,75,2015-01-02,2015-01-08,2505,502,100,4,13,4,6,2,Yes,4,50.0,200.0,0.13,26.0,174.0,17.4
188,75,2015-01-02,2015-01-08,2505,1004,100,4,13,4,6,2,Yes,1,399.98,399.98,0.0,0.0,399.98,45.2
189,77,2015-01-02,2015-01-05,7915,1014,112,4,6,4,3,-1,No,2,49.98,99.96,0.07,7.0,92.96,-10.5
190,77,2015-01-02,2015-01-05,7915,365,112,4,6,4,3,-1,No,5,59.99,299.95,0.16,47.99,251.96,70.55
191,77,2015-01-02,2015-01-05,7915,191,112,4,6,4,3,-1,No,1,99.99,99.99,0.17,17.0,82.99,24.9
192,77,2015-01-02,2015-01-05,7915,403,112,4,6,4,3,-1,No,1,129.99,129.99,0.12,15.6,114.39,-297.42
193,77,2015-01-02,2015-01-05,7915,502,112,4,6,4,3,-1,No,2,50.0,100.0,0.07,7.0,93.0,29.11
194,81,2015-01-02,2015-01-04,674,627,102,4,7,4,2,-2,No,5,39.99,199.95,0.15,29.99,169.96,33.99
195,81,2015-01-02,2015-01-04,674,627,102,4,7,4,2,-2,No,3,39.99,119.97,0.06,6.6,113.37,28.34
196,81,2015-01-02,2015-01-04,674,1014,102,4,7,4,2,-2,No,4,49.98,199.92,0.12,23.99,175.93,84.45
197,81,2015-01-02,2015-01-04,674,403,102,4,7,4,2,-2,No,1,129.99,129.99,0.1,13.0,116.99,14.04
198,83,2015-01-02,2015-01-06,1265,1073,102,4,18,4,4,0,No,1,199.99,199.99,0.01,2.0,197.99,-296.99
199,84,2015-01-02,2015-01-07,6789,1004,100,3,14,2,5,3,Yes,1,399.98,399.98,0.25,100.0,299.99,15.0
200,84,2015-01-02,2015-01-07,6789,191,100,3,14,2,5,3,Yes,5,99.99,499.95,0.25,124.99,374.96,32.62
201,84,2015-01-02,2015-01-07,6789,627,100,3,14,2,5,3,Yes,5,39.99,199.95,0.13,25.99,173.96,-113.07
202,84,2015-01-02,2015-01-07,6789,502,100,3,14,2,5,3,Yes,4,50.0,200.0,0.12,24.0,176.0,-17.6
203,84,2015-01-02,2015-01-07,6789,1073,100,3,14,2,5,3,Yes,1,199.99,199.99,0.0,0.0,199.99,32.6
204,87,2015-01-02,2015-01-05,3065,627,100,4,1,4,3,-1,No,3,39.99,119.97,0.05,6.0,113.97,-32.25
205,88,2015-01-02,2015-01-06,3809,403,100,4,18,4,4,0,No,1,129.99,129.99,0.09,11.7,118.29,38.44
206,88,2015-01-02,2015-01-06,3809,1014,100,4,18,4,4,0,No,3,49.98,149.94,0.09,13.49,136.45,15.42
207,91,2015-01-02,2015-01-04,8912,1004,100,2,9,1,2,1,Yes,1,399.98,399.98,0.2,80.0,319.98,76.8
208,91,2015-01-02,2015-01-04,8912,365,100,2,9,1,2,1,Yes,5,59.99,299.95,0.15,44.99,254.96,28.81
209,92,2015-01-02,2015-01-05,6932,1014,100,3,9,2,3,1,Yes,4,49.98,199.92,0.1,19.99,179.93,58.48
210,93,2015-01-02,2015-01-06,2256,778,100,3,13,2,4,2,Yes,4,24.99,99.96,0.06,5.5,94.46,11.34
211,94,2015-01-02,2015-01-07,11589,1004,100,4,14,4,5,1,Yes,1,399.98,399.98,0.18,72.0,327.98,19.68
212,94,2015-01-02,2015-01-07,11589,627,100,4,14,4,5,1,Yes,4,39.99,159.96,0.02,3.2,156.76,37.62
