LineID,OrderID,Date,ShipDate,CustomerKey,ProductKey,GeoKey,ModeKey,OutcomeKey,PromisedDays,ActualDays,DaysLate,IsLate,Quantity,UnitPrice,GrossSales,DiscountRate,Discount,NetSales,Profit
178411,75096,2018-01-01,2018-01-03,18649,1355,127,4,1,4,2,-2,No,1,532.58,532.58,0.2,106.52,426.06,119.3
178412,75097,2018-01-01,2018-01-04,18650,1355,143,3,9,2,3,1,Yes,1,532.58,532.58,0.18,95.86,436.72,209.62
178413,75098,2018-01-01,2018-01-05,18651,1355,127,3,14,2,4,2,Yes,1,532.58,532.58,0.17,90.54,442.04,38.9
178414,75099,2018-01-01,2018-01-06,18652,1355,127,3,9,2,5,3,Yes,1,532.58,532.58,0.16,85.21,447.37,145.39
178415,75100,2018-01-01,2018-01-07,18653,1355,127,3,9,2,6,4,Yes,1,532.58,532.58,0.15,79.89,452.69,212.77
178416,75101,2018-01-01,2018-01-03,18654,1355,127,3,21,2,2,0,No,1,532.58,532.58,0.13,69.24,463.34,217.77
178417,75102,2018-01-01,2018-01-03,18655,1355,127,2,9,1,2,1,Yes,1,532.58,532.58,0.12,63.91,468.67,164.03
178418,75103,2018-01-01,2018-01-05,18656,1355,127,3,12,2,4,2,Yes,1,532.58,532.58,0.1,53.26,479.32,167.76
178419,75104,2018-01-01,2018-01-06,18657,1355,127,4,9,4,5,1,Yes,1,532.58,532.58,0.09,47.93,484.65,163.81
178420,75105,2018-01-01,2018-01-07,18658,1355,139,4,13,4,6,2,Yes,1,532.58,532.58,0.07,37.28,495.3,222.88
178421,75106,2018-01-01,2018-01-03,18659,1355,121,4,2,4,2,-2,No,1,532.58,532.58,0.06,29.29,503.29,95.62
178422,75107,2018-01-01,2018-01-04,18660,1355,121,4,3,4,3,-1,No,1,532.58,532.58,0.05,26.63,505.95,-44.52
178423,75108,2018-01-01,2018-01-05,18661,1355,127,4,18,4,4,0,No,1,532.58,532.58,0.04,21.3,511.28,63.91
178424,75109,2018-01-01,2018-01-06,18662,1355,139,4,9,4,5,1,Yes,1,532.58,532.58,0.03,15.98,516.6,-154.98
178425,75110,2018-01-01,2018-01-07,18663,1355,121,4,14,4,6,2,Yes,1,532.58,532.58,0.02,10.65,521.93,-234.87
178426,75111,2018-01-01,2018-01-03,18664,1355,143,4,5,4,2,-2,No,1,532.58,532.58,0.01,5.33,527.25,46.4
178427,75112,2018-01-01,2018-01-04,18665,1355,143,4,1,4,3,-1,No,1,532.58,532.58,0.0,0.0,532.58,154.45
178428,75113,2018-01-01,2018-01-05,18666,1355,121,4,15,4,4,0,No,1,532.58,532.58,0.25,133.15,399.44,103.85
178429,75114,2018-01-01,2018-01-06,18667,1355,121,4,9,4,5,1,Yes,1,532.58,532.58,0.2,106.52,426.06,154.66
178430,75115,2018-01-01,2018-01-07,18668,1355,121,4,12,4,6,2,Yes,1,532.58,532.58,0.18,95.86,436.72,141.93
178431,75116,2018-01-01,2018-01-03,18669,1355,145,4,2,4,2,-2,No,1,532.58,532.58,0.17,90.54,442.04,143.66
178432,75117,2018-01-01,2018-01-04,18670,1355,145,4,5,4,3,-1,No,1,532.58,532.58,0.16,85.21,447.37,140.03
178433,75118,2018-01-01,2018-01-05,18671,1355,143,4,23,4,4,0,No,1,532.58,532.58,0.15,79.89,452.69,203.71
178434,75119,2018-01-01,2018-01-06,18672,1355,143,4,9,4,5,1,Yes,1,532.58,532.58,0.13,69.24,463.34,18.53
178435,75120,2018-01-01,2018-01-07,18673,1355,143,4,13,4,6,2,Yes,1,532.58,532.58,0.12,63.91,468.67,29.53
178436,75121,2018-01-01,2018-01-03,18674,1355,133,4,6,4,2,-2,No,1,532.58,532.58,0.1,53.26,479.32,-30.2
178437,75122,2018-01-01,2018-01-04,18675,1355,133,4,3,4,3,-1,No,1,532.58,532.58,0.09,47.93,484.65,60.58
178438,75123,2018-01-01,2018-01-03,18676,1355,127,2,8,1,2,1,Yes,1,532.58,532.58,0.07,37.28,495.3,104.01
178439,75124,2018-01-01,2018-01-03,18677,1355,133,2,9,1,2,1,Yes,1,532.58,532.58,0.06,29.29,503.29,31.71
178440,75125,2018-01-01,2018-01-03,18678,1355,133,2,8,1,2,1,Yes,1,532.58,532.58,0.05,26.63,505.95,-107.77
178441,75126,2018-01-01,2018-01-03,18679,1355,133,2,13,1,2,1,Yes,1,532.58,532.58,0.04,21.3,511.28,127.82
178442,75127,2018-01-01,2018-01-03,18680,1355,133,2,12,1,2,1,Yes,1,532.58,532.58,0.03,15.98,516.6,51.66
178443,75128,2018-01-01,2018-01-05,18681,1355,133,3,14,2,4,2,Yes,1,532.58,532.58,0.02,10.65,521.93,65.24
178444,75129,2018-01-01,2018-01-03,18682,1355,133,2,9,1,2,1,Yes,1,532.58,532.58,0.01,5.33,527.25,216.17
178445,75130,2018-01-01,2018-01-03,18683,1355,133,2,12,1,2,1,Yes,1,532.58,532.58,0.0,0.0,532.58,53.26
178446,75131,2018-01-01,2018-01-03,18684,1355,133,3,18,2,2,0,No,1,532.58,532.58,0.25,133.15,399.44,29.96
178447,75132,2018-01-01,2018-01-04,18685,1355,133,4,6,4,3,-1,No,1,532.58,532.58,0.2,106.52,426.06,106.52
178448,75133,2018-01-01,2018-01-05,18686,1355,133,4,18,4,4,0,No,1,532.58,532.58,0.18,95.86,436.72,179.05
178449,75134,2018-01-01,2018-01-06,18687,1355,133,4,9,4,5,1,Yes,1,532.58,532.58,0.17,90.54,442.04,128.19
178450,75135,2018-01-01,2018-01-07,18688,1355,121,4,13,4,6,2,Yes,1,532.58,532.58,0.16,85.21,447.37,-343.13
178451,75136,2018-01-01,2018-01-02,18689,1355,121,1,13,0,1,1,Yes,1,532.58,532.58,0.15,79.89,452.69,90.54
178452,75137,2018-01-01,2018-01-03,18690,1355,144,2,13,1,2,1,Yes,1,532.58,532.58,0.13,69.24,463.34,148.27
178453,75138,2018-01-01,2018-01-05,18691,1355,144,3,13,2,4,2,Yes,1,532.58,532.58,0.12,63.91,468.67,131.23
178454,75139,2018-01-01,2018-01-06,18692,1355,144,3,10,2,5,3,Yes,1,532.58,532.58,0.1,53.26,479.32,158.18
178455,75140,2018-01-01,2018-01-07,18693,1355,129,3,13,2,6,4,Yes,1,532.58,532.58,0.09,47.93,484.65,208.4
178456,75141,2018-01-01,2018-01-03,18694,1355,129,3,23,2,2,0,No,1,532.58,532.58,0.07,37.28,495.3,138.68
178457,75142,2018-01-01,2018-01-04,18695,1355,129,3,8,2,3,1,Yes,1,532.58,532.58,0.06,29.29,503.29,130.85
178458,75143,2018-01-01,2018-01-05,18696,1355,129,3,13,2,4,2,Yes,1,532.58,532.58,0.05,26.63,505.95,237.8
178459,75144,2018-01-01,2018-01-06,18697,1355,121,3,9,2,5,3,Yes,1,532.58,532.58,0.04,21.3,511.28,132.93
178460,75145,2018-01-01,2018-01-07,18698,1355,121,3,9,2,6,4,Yes,1,532.58,532.58,0.03,15.98,516.6,129.15
178461,75146,2018-01-01,2018-01-03,18699,1355,121,3,18,2,2,0,No,1,532.58,532.58,0.02,10.65,521.93,41.75
178462,75147,2018-01-01,2018-01-04,18700,1355,121,3,15,2,3,1,No,1,532.58,532.58,0.01,5.33,527.25,147.63
178463,75148,2018-01-01,2018-01-05,18701,1355,146,3,12,2,4,2,Yes,1,532.58,532.58,0.0,0.0,532.58,207.71
178464,75149,2018-01-01,2018-01-06,18702,1355,146,3,9,2,5,3,Yes,1,532.58,532.58,0.25,133.15,399.44,131.81
178465,75150,2018-01-02,2018-01-08,18703,1355,133,3,13,2,6,4,Yes,1,532.58,532.58,0.2,106.52,426.06,16.19
178466,75151,2018-01-02,2018-01-04,18704,1355,143,4,6,4,2,-2,No,1,532.58,532.58,0.18,95.86,436.72,158.53
178467,75152,2018-01-02,2018-01-05,18705,1355,127,4,2,4,3,-1,No,1,532.58,532.58,0.17,90.54,442.04,-49.95
178468,75153,2018-01-02,2018-01-04,18706,1355,127,2,9,1,2,1,Yes,1,532.58,532.58,0.16,85.21,447.37,116.32
178469,75154,2018-01-02,2018-01-04,18707,1355,127,2,9,1,2,1,Yes,1,532.58,532.58,0.15,79.89,452.69,226.35
178470,75155,2018-01-02,2018-01-04,18708,1355,127,2,13,1,2,1,Yes,1,532.58,532.58,0.13,69.24,463.34,203.87
178471,75156,2018-01-02,2018-01-04,18709,1355,123,4,15,4,2,-2,No,1,532.58,532.58,0.12,63.91,468.67,158.41
178472,75157,2018-01-02,2018-01-05,18710,1355,123,4,5,4,3,-1,No,1,532.58,532.58,0.1,53.26,479.32,234.87
178473,75158,2018-01-02,2018-01-06,18711,1355,127,4,17,4,4,0,No,1,532.58,532.58,0.09,47.93,484.65,237.48
178474,75159,2018-01-02,2018-01-07,18712,1355,127,4,9,4,5,1,Yes,1,532.58,532.58,0.07,37.28,495.3,227.84
178475,75160,2018-01-02,2018-01-08,18713,1355,133,4,9,4,6,2,Yes,1,532.58,532.58,0.06,29.29,503.29,135.89
178476,75161,2018-01-02,2018-01-04,18714,1355,133,4,2,4,2,-2,No,1,532.58,532.58,0.05,26.63,505.95,-337.47
178477,75162,2018-01-02,2018-01-05,18715,1355,133,4,1,4,3,-1,No,1,532.58,532.58,0.04,21.3,511.28,71.58
178478,75163,2018-01-02,2018-01-06,18716,1355,133,4,18,4,4,0,No,1,532.58,532.58,0.03,15.98,516.6,139.48
178479,75164,2018-01-02,2018-01-07,18717,1355,133,4,9,4,5,1,Yes,1,532.58,532.58,0.02,10.65,521.93,250.53
178480,75165,2018-01-02,2018-01-08,18718,1355,133,4,14,4,6,2,Yes,1,532.58,532.58,0.01,5.33,527.25,-284.72
178481,75166,2018-01-02,2018-01-04,18719,1355,146,4,2,4,2,-2,No,1,532.58,532.58,0.0,0.0,532.58,53.26
178482,75167,2018-01-02,2018-01-05,18720,1355,146,3,9,2,3,1,Yes,1,532.58,532.58,0.25,133.15,399.44,115.84
178483,75168,2018-01-02,2018-01-06,18721,1355,127,4,22,4,4,0,No,1,532.58,532.58,0.2,106.52,426.06,37.49
178484,75169,2018-01-02,2018-01-07,18722,1355,137,4,9,4,5,1,Yes,1,532.58,532.58,0.18,95.86,436.72,213.99
178485,75170,2018-01-02,2018-01-08,18723,1355,133,4,13,4,6,2,Yes,1,532.58,532.58,0.17,90.54,442.04,-729.37
178486,75171,2018-01-02,2018-01-04,18724,1355,133,4,6,4,2,-2,No,1,532.58,532.58,0.16,85.21,447.37,5.37
178487,75172,2018-01-02,2018-01-05,18725,1355,133,4,1,4,3,-1,No,1,532.58,532.58,0.15,79.89,452.69,95.07
178488,75173,2018-01-02,2018-01-02,18726,1355,127,1,22,0,0,0,No,1,532.58,532.58,0.13,69.24,463.34,-75.53
178489,75174,2018-01-02,2018-01-07,18727,1355,127,4,8,4,5,1,Yes,1,532.58,532.58,0.12,63.91,468.67,234.34
178490,75175,2018-01-02,2018-01-08,18728,1355,127,4,10,4,6,2,Yes,1,532.58,532.58,0.1,53.26,479.32,167.76
178491,75176,2018-01-02,2018-01-04,18729,1355,143,4,1,4,2,-2,No,1,532.58,532.58,0.09,47.93,484.65,-18.42
178492,75177,2018-01-02,2018-01-05,18730,1355,143,4,2,4,3,-1,No,1,532.58,532.58,0.07,37.28,495.3,138.68
178493,75178,2018-01-02,2018-01-06,18731,1355,139,4,22,4,4,0,No,1,532.58,532.58,0.06,29.29,503.29,170.11
178494,75179,2018-01-02,2018-01-07,18732,1355,139,4,13,4,5,1,Yes,1,532.58,532.58,0.05,26.63,505.95,164.43
178495,75180,2018-01-02,2018-01-08,18733,1355,139,4,14,4,6,2,Yes,1,532.58,532.58,0.04,21.3,511.28,63.91
178496,75181,2018-01-02,2018-01-04,18734,1355,125,4,15,4,2,-2,No,1,532.58,532.58,0.03,15.98,516.6,-344.57
178497,75182,2018-01-02,2018-01-05,18735,1355,125,4,5,4,3,-1,No,1,532.58,532.58,0.02,10.65,521.93,-111.17
178498,75183,2018-01-02,2018-01-06,18736,1355,125,4,18,4,4,0,No,1,532.58,532.58,0.01,5.33,527.25,68.54
178499,75184,2018-01-02,2018-01-07,18737,1355,125,4,9,4,5,1,Yes,1,532.58,532.58,0.0,0.0,532.58,53.26
178500,75185,2018-01-02,2018-01-08,18738,1356,127,4,9,4,6,2,Yes,1,293.04,293.04,0.0,0.0,293.04,58.61
178501,75186,2018-01-02,2018-01-04,18739,1356,127,4,5,4,2,-2,No,1,293.04,293.04,0.25,73.26,219.78,-153.85
178502,75187,2018-01-02,2018-01-05,18740,1356,146,4,2,4,3,-1,No,1,293.04,293.04,0.2,58.61,234.43,29.3
178503,75188,2018-01-02,2018-01-06,18741,1356,139,4,22,4,4,0,No,1,293.04,293.04,0.18,52.75,240.29,-160.28
178504,75189,2018-01-02,2018-01-07,18742,1356,139,4,9,4,5,1,Yes,1,293.04,293.04,0.17,49.82,243.22,79.05
178505,75190,2018-01-02,2018-01-08,18743,1356,139,4,9,4,6,2,Yes,1,293.04,293.04,0.16,46.89,246.15,80.0
178506,75191,2018-01-02,2018-01-04,18744,1356,139,4,2,4,2,-2,No,1,293.04,293.04,0.15,43.96,249.08,-18.68
178507,75192,2018-01-02,2018-01-05,18745,1356,127,4,5,4,3,-1,No,1,293.04,293.04,0.13,38.1,254.94,-63.74
178508,75193,2018-01-02,2018-01-06,18746,1356,127,4,16,4,4,0,No,1,293.04,293.04,0.12,35.16,257.88,82.52
178509,75194,2018-01-02,2018-01-07,18747,1356,127,4,9,4,5,1,Yes,1,293.04,293.04,0.1,29.3,263.74,89.67
178510,75195,2018-01-02,2018-01-08,18748,1356,133,4,9,4,6,2,Yes,1,293.04,293.04,0.09,26.37,266.67,128.0
178511,75196,2018-01-02,2018-01-04,18749,1356,127,4,2,4,2,-2,No,1,293.04,293.04,0.07,20.51,272.53,13.63
178512,75197,2018-01-02,2018-01-05,18750,1356,143,4,6,4,3,-1,No,1,293.04,293.04,0.06,16.12,276.92,77.54
178513,75198,2018-01-02,2018-01-06,18751,1356,139,4,17,4,4,0,No,1,293.04,293.04,0.05,14.65,278.39,130.84
178514,75199,2018-01-02,2018-01-07,18752,1356,127,4,9,4,5,1,Yes,1,293.04,293.04,0.04,11.72,281.32,53.45
178515,75200,2018-01-02,2018-01-08,18753,1356,127,4,9,4,6,2,Yes,1,293.04,293.04,0.03,8.79,284.25,85.27
178516,75201,2018-01-02,2018-01-04,18754,1356,127,4,2,4,2,-2,No,1,293.04,293.04,0.02,5.86,287.18,-28.72
178517,75202,2018-01-02,2018-01-04,18755,1356,131,2,9,1,2,1,Yes,1,293.04,293.04,0.01,2.93,290.11,-464.18
178518,75203,2018-01-02,2018-01-04,18756,1356,144,2,9,1,2,1,Yes,1,293.04,293.04,0.0,0.0,293.04,84.98
178519,75204,2018-01-02,2018-01-04,18757,1356,125,2,9,1,2,1,Yes,1,293.04,293.04,0.25,73.26,219.78,74.29
178520,75205,2018-01-02,2018-01-08,18758,1356,125,4,9,4,6,2,Yes,1,293.04,293.04,0.2,58.61,234.43,-112.53
178521,75206,2018-01-02,2018-01-04,18759,1356,125,4,1,4,2,-2,No,1,293.04,293.04,0.18,52.75,240.29,-192.23
178522,75207,2018-01-02,2018-01-05,18760,1356,136,4,5,4,3,-1,No,1,293.04,293.04,0.17,49.82,243.22,-178.28
178523,75208,2018-01-02,2018-01-06,18761,1356,133,4,22,4,4,0,No,1,293.04,293.04,0.16,46.89,246.15,113.23
178524,75209,2018-01-02,2018-01-07,18762,1356,121,4,8,4,5,1,Yes,1,293.04,293.04,0.15,43.96,249.08,97.14
178525,75210,2018-01-02,2018-01-04,18763,1356,121,2,9,1,2,1,Yes,1,293.04,293.04,0.13,38.1,254.94,114.73
178526,75211,2018-01-02,2018-01-04,18764,1356,121,2,16,1,2,1,No,1,293.04,293.04,0.12,35.16,257.88,33.52
178527,75212,2018-01-02,2018-01-05,18765,1356,139,3,14,2,3,1,Yes,1,293.04,293.04,0.1,29.3,263.74,92.31
178528,75213,2018-01-02,2018-01-06,18766,1356,139,3,12,2,4,2,Yes,1,293.04,293.04,0.09,26.37,266.67,86.67
178529,75214,2018-01-02,2018-01-07,18767,1356,139,3,9,2,5,3,Yes,1,293.04,293.04,0.07,20.51,272.53,95.38
178530,75215,2018-01-02,2018-01-04,18768,1356,127,2,13,1,2,1,Yes,1,293.04,293.04,0.06,16.12,276.92,66.46
178531,75216,2018-01-02,2018-01-04,18769,1356,127,3,18,2,2,0,No,1,293.04,293.04,0.05,14.65,278.39,72.38
178532,75217,2018-01-02,2018-01-05,18770,1356,127,3,12,2,3,1,Yes,1,293.04,293.04,0.04,11.72,281.32,73.99
178533,75218,2018-01-02,2018-01-06,18771,1356,127,3,12,2,4,2,Yes,1,293.04,293.04,0.03,8.79,284.25,60.54
178534,75219,2018-01-03,2018-01-08,18772,1356,121,3,9,2,5,3,Yes,1,293.04,293.04,0.02,5.86,287.18,-229.74
178535,75220,2018-01-03,2018-01-09,18773,1356,121,4,14,4,6,2,Yes,1,293.04,293.04,0.01,2.93,290.11,-29.01
178536,75221,2018-01-03,2018-01-05,18774,1356,121,4,1,4,2,-2,No,1,293.04,293.04,0.0,0.0,293.04,84.98
178537,75222,2018-01-03,2018-01-06,18775,1356,121,4,6,4,3,-1,No,1,293.04,293.04,0.25,73.26,219.78,63.74
178538,75223,2018-01-03,2018-01-07,18776,1356,143,3,13,2,4,2,Yes,1,293.04,293.04,0.2,58.61,234.43,-76.19
178539,75224,2018-01-03,2018-01-08,18777,1356,144,4,10,4,5,1,Yes,1,293.04,293.04,0.18,52.75,240.29,78.1
178540,75225,2018-01-03,2018-01-09,18778,1356,144,4,12,4,6,2,Yes,1,293.04,293.04,0.17,49.82,243.22,30.4
178541,75226,2018-01-03,2018-01-05,18779,1356,144,4,6,4,2,-2,No,1,293.04,293.04,0.16,46.89,246.15,27.82
178542,75227,2018-01-03,2018-01-06,18780,1356,139,4,6,4,3,-1,No,1,293.04,293.04,0.15,43.96,249.08,21.92
178543,75228,2018-01-03,2018-01-07,18781,1356,141,4,21,4,4,0,No,1,293.04,293.04,0.13,38.1,254.94,-186.87
178544,75229,2018-01-03,2018-01-08,18782,1356,141,4,10,4,5,1,Yes,1,293.04,293.04,0.12,35.16,257.88,87.16
178545,75230,2018-01-03,2018-01-09,18783,1356,127,4,14,4,6,2,Yes,1,293.04,293.04,0.1,29.3,263.74,118.68
178546,75231,2018-01-03,2018-01-05,18784,1356,127,4,7,4,2,-2,No,1,293.04,293.04,0.09,26.37,266.67,-66.67
178547,75232,2018-01-03,2018-01-06,18785,1356,136,3,14,2,3,1,Yes,1,293.04,293.04,0.07,20.51,272.53,128.09
178548,75233,2018-01-03,2018-01-07,18786,1356,136,3,8,2,4,2,Yes,1,293.04,293.04,0.06,16.12,276.92,80.31
178549,75234,2018-01-03,2018-01-08,18787,1356,136,3,12,2,5,3,Yes,1,293.04,293.04,0.05,14.65,278.39,77.95
178550,75235,2018-01-03,2018-01-09,18788,1356,127,3,9,2,6,4,Yes,1,293.04,293.04,0.04,11.72,281.32,137.85
178551,75236,2018-01-03,2018-01-05,18789,1356,127,2,9,1,2,1,Yes,1,293.04,293.04,0.03,8.79,284.25,136.44
178552,75237,2018-01-03,2018-01-06,18790,1356,133,3,8,2,3,1,Yes,1,293.04,293.04,0.02,5.86,287.18,137.85
178553,75238,2018-01-03,2018-01-05,18791,1356,133,2,10,1,2,1,Yes,1,293.04,293.04,0.01,2.93,290.11,2.9
178554,75239,2018-01-03,2018-01-05,18792,1356,121,2,14,1,2,1,Yes,1,293.04,293.04,0.0,0.0,293.04,14.65
178555,75240,2018-01-03,2018-01-09,18793,1356,121,4,12,4,6,2,Yes,1,293.04,293.04,0.25,73.26,219.78,105.49
178556,75241,2018-01-03,2018-01-05,18794,1356,130,4,6,4,2,-2,No,1,293.04,293.04,0.2,58.61,234.43,63.3
178557,75242,2018-01-03,2018-01-06,18795,1356,133,4,2,4,3,-1,No,1,293.04,293.04,0.18,52.75,240.29,62.48
178558,75243,2018-01-03,2018-01-07,18796,1356,121,4,18,4,4,0,No,1,293.04,293.04,0.17,49.82,243.22,-178.28
178559,75244,2018-01-03,2018-01-08,18797,1356,123,4,13,4,5,1,Yes,1,293.04,293.04,0.16,46.89,246.15,-21.66
178560,75245,2018-01-03,2018-01-09,18798,1356,146,4,9,4,6,2,Yes,1,293.04,293.04,0.15,43.96,249.08,74.73
178561,75246,2018-01-03,2018-01-05,18799,1356,121,4,1,4,2,-2,No,1,293.04,293.04,0.13,38.1,254.94,107.08
178562,75247,2018-01-03,2018-01-06,18800,1356,139,4,2,4,3,-1,No,1,293.04,293.04,0.12,35.16,257.88,121.2
178563,75248,2018-01-03,2018-01-07,18801,1356,139,4,18,4,4,0,No,1,293.04,293.04,0.1,29.3,263.74,92.31
178564,75249,2018-01-03,2018-01-08,18802,1356,121,4,9,4,5,1,Yes,1,293.04,293.04,0.09,26.37,266.67,128.0
178565,75250,2018-01-03,2018-01-09,18803,1356,121,4,9,4,6,2,Yes,1,293.04,293.04,0.07,20.51,272.53,81.76
178566,75251,2018-01-03,2018-01-05,18804,1356,121,4,5,4,2,-2,No,1,293.04,293.04,0.06,16.12,276.92,27.69
178567,75252,2018-01-03,2018-01-03,18805,1356,121,1,23,0,0,0,No,1,293.04,293.04,0.05,14.65,278.39,111.36
178568,75253,2018-01-03,2018-01-04,18806,1356,121,1,14,0,1,1,Yes,1,293.04,293.04,0.04,11.72,281.32,75.96
178569,75254,2018-01-03,2018-01-04,18807,1356,125,1,9,0,1,1,Yes,1,293.04,293.04,0.03,8.79,284.25,133.6
178570,75255,2018-01-03,2018-01-05,18808,1356,125,2,10,1,2,1,Yes,1,293.04,293.04,0.02,5.86,287.18,123.49
178571,75256,2018-01-03,2018-01-05,18809,1356,125,2,9,1,2,1,Yes,1,293.04,293.04,0.01,2.93,290.11,21.76
178572,75257,2018-01-03,2018-01-06,18810,1356,121,3,9,2,3,1,Yes,1,293.04,293.04,0.0,0.0,293.04,105.49
178573,75258,2018-01-03,2018-01-07,18811,1356,121,3,14,2,4,2,Yes,1,293.04,293.04,0.25,73.26,219.78,43.96
178574,75259,2018-01-03,2018-01-05,18812,1356,139,2,8,1,2,1,Yes,1,293.04,293.04,0.2,58.61,234.43,-89.79
178575,75260,2018-01-03,2018-01-05,18813,1356,139,2,13,1,2,1,Yes,1,293.04,293.04,0.18,52.75,240.29,29.32
178576,75261,2018-01-03,2018-01-05,18814,1356,133,4,7,4,2,-2,No,1,293.04,293.04,0.17,49.82,243.22,75.4
178577,75262,2018-01-03,2018-01-06,18815,1356,133,4,2,4,3,-1,No,1,293.04,293.04,0.16,46.89,246.15,21.66
178578,75263,2018-01-03,2018-01-07,18816,1356,133,4,22,4,4,0,No,1,293.04,293.04,0.15,43.96,249.08,-169.38
178579,75264,2018-01-03,2018-01-08,18817,1356,133,4,10,4,5,1,Yes,1,293.04,293.04,0.13,38.1,254.94,54.3
178580,75265,2018-01-03,2018-01-09,18818,1356,127,4,9,4,6,2,Yes,1,293.04,293.04,0.12,35.16,257.88,-45.13
178581,75266,2018-01-03,2018-01-05,18819,1356,127,3,22,2,2,0,No,1,293.04,293.04,0.1,29.3,263.74,-377.93
178582,75267,2018-01-03,2018-01-06,18820,1356,133,3,14,2,3,1,Yes,1,293.04,293.04,0.09,26.37,266.67,60.0
178583,75268,2018-01-03,2018-01-07,18821,1356,133,4,23,4,4,0,No,1,293.04,293.04,0.07,20.51,272.53,125.36
178584,75269,2018-01-03,2018-01-08,18822,1356,133,4,14,4,5,1,Yes,1,293.04,293.04,0.06,16.12,276.92,93.6
178585,75270,2018-01-03,2018-01-09,18823,1356,133,4,9,4,6,2,Yes,1,293.04,293.04,0.05,14.65,278.39,-10.58
178586,75271,2018-01-03,2018-01-05,18824,1356,133,4,5,4,2,-2,No,1,293.04,293.04,0.04,11.72,281.32,10.69
178587,75272,2018-01-03,2018-01-06,18825,1356,139,4,5,4,3,-1,No,1,293.04,293.04,0.03,8.79,284.25,73.9
178588,75273,2018-01-03,2018-01-07,18826,1356,139,4,22,4,4,0,No,1,293.04,293.04,0.02,5.86,287.18,80.41
178589,75274,2018-01-03,2018-01-08,18827,1356,139,4,13,4,5,1,Yes,1,293.04,293.04,0.01,2.93,290.11,81.23
178590,75275,2018-01-03,2018-01-09,18828,1356,139,4,13,4,6,2,Yes,1,293.04,293.04,0.0,0.0,293.04,61.54
178591,75276,2018-01-03,2018-01-05,18829,1356,139,4,1,4,2,-2,No,1,293.04,293.04,0.25,73.26,219.78,21.98
178592,75277,2018-01-03,2018-01-06,18830,1356,139,3,9,2,3,1,Yes,1,293.04,293.04,0.2,58.61,234.43,28.13
178593,75278,2018-01-03,2018-01-07,18831,1356,136,3,16,2,4,2,No,1,293.04,293.04,0.18,52.75,240.29,67.28
178594,75279,2018-01-03,2018-01-05,18832,1356,127,2,9,1,2,1,Yes,1,293.04,293.04,0.17,49.82,243.22,45.73
178595,75280,2018-01-03,2018-01-05,18833,1356,127,2,12,1,2,1,Yes,1,293.04,293.04,0.16,46.89,246.15,89.35
178596,75281,2018-01-03,2018-01-05,18834,1356,145,2,9,1,2,1,Yes,1,293.04,293.04,0.15,43.96,249.08,3.24
178597,75282,2018-01-03,2018-01-06,18835,1356,139,4,5,4,3,-1,No,1,293.04,293.04,0.13,38.1,254.94,-3.57
178598,75283,2018-01-03,2018-01-07,18836,1356,127,4,22,4,4,0,No,1,293.04,293.04,0.12,35.16,257.88,126.36
178599,75284,2018-01-03,2018-01-08,18837,1356,127,4,9,4,5,1,Yes,1,293.04,293.04,0.1,29.3,263.74,82.55
